drugName,url,description
Phenytoin,https://www.drugs.com/phenytoin.html,"phenytoin is an anti-epileptic drug, also called an anticonvulsant. phenytoin works by slowing down impulses in the brain that cause seizures. phenytoin is used to control seizures. it does not treat all types of seizures, and your doctor will determine if it is the right medicine for you."
Pioglitazone,https://www.drugs.com/mtm/pioglitazone.html,pioglitazone is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus. pioglitazone is not for treating type 1 diabetes. pioglitazone may also be used for purposes not listed in this medication guide.
Plaquenil,https://www.drugs.com/plaquenil.html,"plaquenil (hydroxychloroquine) is used to treat or prevent malaria, a disease caused by parasites that enter the body through the bite of a mosquito. hydroxychloroquine is not effective against all strains of malaria, or against malaria in areas where the infection has been resistant to a similar drug called chloroquine. plaquenil is also used to treat symptoms of rheumatoid arthritis and discoid or systemic lupus erythematosus."
Plavix,https://www.drugs.com/plavix.html,"plavix (clopidogrel) prevents platelets in your blood from sticking together to form an unwanted blood clot that could block an artery. plavix is used to lower your risk of having a stroke, blood clot, or serious heart problem after you've had a heart attack, severe chest pain (angina), or circulation problems. plavix may also be used for purposes not listed in this medication guide."
Polyethylene glycol 3350,https://www.drugs.com/mtm/polyethylene-glycol-3350.html,polyethylene glycol 3350 is a laxative solution that increases the amount of water in the intestinal tract to stimulate bowel movements. polyethylene glycol 3350 is used as a laxative to treat occasional constipation or irregular bowel movements. polyethylene glycol 3350 may also be used for purposes not listed in this medication guide.
Potassium Chloride,https://www.drugs.com/potassium_chloride.html,"potassium is a mineral that is found in many foods and is needed for several functions of your body, especially the beating of your heart. potassium chloride is used to prevent or to treat low blood levels of potassium (hypokalemia). potassium levels can be low as a result of a disease or from taking certain medicines, or after a prolonged illness with diarrhea or vomiting."
Pradaxa,https://www.drugs.com/pradaxa.html,"pradaxa (dabigatran) is an anticoagulant (thrombin inhibitor) that helps prevent the formation of blood clots. pradaxa is used to lower the risk of stroke caused by a blood clot in people with a heart rhythm disorder called atrial fibrillation. this medicine is used when the atrial fibrillation is not caused by a heart valve problem. pradaxa is also used after hip replacement surgery to prevent a type of blood clot called deep vein thrombosis (dvt), which can lead to blood clots in the lungs (pulmonary embolism). pradaxa is also used to treat dvt or pulmonary embolism (pe), and to lower your risk of having a repeat dvt or pe."
Pramipexole,https://www.drugs.com/mtm/pramipexole.html,"pramipexole has some of the same effects as a chemical called dopamine, which occurs naturally in your body. low levels of dopamine in the brain are associated with parkinson's disease. pramipexole is used to treat symptoms of parkinson's disease (stiffness, tremors, muscle spasms, and poor muscle control). pramipexole is also used to treat restless legs syndrome (rls). only immediate-release pramipexole (mirapex) is approved to treat either parkinson symptoms or rls. extended-release pramipexole (mirapex er) is approved only to treat parkinson symptoms. parkinson's and rls are two separate disorders. having one of these conditions will not cause you to have the other condition. pramipexole may also be used for purposes not listed in this medication guide."
Pravachol,https://www.drugs.com/pravachol.html,"pravachol (pravastatin) belongs to a group of drugs called hmg coa reductase inhibitors, or ""statins."" pravachol is used together with diet to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or ldl), to increase levels of ""good"" cholesterol (high-density lipoprotein, or hdl), and to lower triglycerides (a type of fat in the blood). pravachol is also used to lower the risk of stroke, heart attack, and other heart complications in people with or without coronary heart disease or other risk factors. pravachol is used in adults and children who are at least 8 years old."
Pravastatin,https://www.drugs.com/pravastatin.html,"pravastatin belongs to a group of drugs called hmg coa reductase inhibitors, or ""statins."" pravastatin is used together with diet to lower blood levels of ""bad"" cholesterol (low-density lipoprotein, or ldl), to increase levels of ""good"" cholesterol (high-density lipoprotein, or hdl), and to lower triglycerides (a type of fat in the blood). pravastatin is also used to lower the risk of stroke, heart attack, and other heart complications in people with or without coronary heart disease or other risk factors. pravastatin is used in adults and children who are at least 8 years old."
Prazosin,https://www.drugs.com/mtm/prazosin.html,prazosin is used to treat hypertension (high blood pressure). lowering blood pressure may lower your risk of a stroke or heart attack. prazosin may also be used for other purposes not listed in this medication guide.
Prednisolone,https://www.drugs.com/mtm/prednisolone.html,"prednisolone is a steroid that prevents the release of substances in the body that cause inflammation. prednisolone is used to treat many different inflammatory conditions such as arthritis, lupus, psoriasis, ulcerative colitis, allergic disorders, gland (endocrine) disorders, and conditions that affect the skin, eyes, lungs, stomach, nervous system, or blood cells. prednisolone may also be used for purposes not listed in this medication guide."
Prednisone,https://www.drugs.com/prednisone.html,"prednisone is a corticosteroid. it prevents the release of substances in the body that cause inflammation. it also suppresses the immune system. prednisone is used as an anti-inflammatory or an immunosuppressant medication. prednisone treats many different conditions such as allergic disorders, skin conditions, ulcerative colitis, arthritis, lupus, psoriasis, or breathing disorders."
